,0,1,2,3,4,5,6,7,8,9,10,11,topic_id,topic_txt,topics,title,filename,x,y,citations,journal,pub_date,authors,cited_by,n_cites
0,0.0,0.0,0.0,0.1700560748577118,0.0,0.1797471046447754,0.0,0.05020065978169441,0.3084874749183655,0.0,0.2856597304344177,0.0,8,vaccine; cov; antibody; mers; sars; mers_cov; response; human; coronavirus; epitope,Topic: 8,neutralizing antibodies against porcine epidemic diarrhea virus block virus attachment and internalization,5e0c586f047ff909c8ed3fe171c8975a90608d08.json,17.904915,-13.965633,,Virol J,2018-08-30,"Gong, Lang; Lin, Ying; Qin, Jianru; Li, Qianniu; Xue, Chunyi; Cao, Yongchang",1910,1
1,0.0,0.0,0.0,0.0,0.06807094067335129,0.02388484962284565,0.0,0.0,0.7926118969917297,0.02110650762915612,0.09295547753572464,0.0,8,vaccine; cov; antibody; mers; sars; mers_cov; response; human; coronavirus; epitope,Topic: 8,a recombinant newcastle disease virus (ndv) expressing s protein of infectious bronchitis virus (ibv) protects chickens against ibv and ndv open,1579fbff7af9b156c6f49fee0526e48f852ea460.json,24.814049,-9.7207365,"4175,2735",Sci Rep,2018-08-10,"Shirvani, Edris; Paldurai, Anandan; Manoharan, Vinoth K.; Varghese, Berin P.; Samal, Siba K.",,0
2,0.0,0.0,0.27759847044944763,0.5887235999107361,0.0,0.0,0.034547291696071625,0.0,0.06610314548015593,0.0,0.025413848459720608,0.0,3,cell; infection; mouse; expression; human; effect; disease; induce; increase; viral,Topic: 3,potent inhibition of junín virus infection by interferon in murine cells,38aa050ad79d8a1d7022c33535255ce9d47914e5.json,-6.0073686,-20.139,,PLoS Negl Trop Dis,2014-06-05,"Huang, Cheng; Walker, Aida G.; Grant, Ashley M.; Kolokoltsova, Olga A.; Yun, Nadezhda E.; Seregin, Alexey V.; Paessler, Slobodan",1226,1
3,0.0,0.017067497596144676,0.12230067700147627,0.3326856791973114,0.0,0.0279720239341259,0.08740375190973282,0.0,0.03955377638339996,0.051811274141073234,0.32047998905181885,0.0,3,cell; infection; mouse; expression; human; effect; disease; induce; increase; viral,Topic: 3,2 convergent research center for emerging virus infection,61722c462b054f36461375e96e502cbf22648c04.json,6.0999575,-17.322589999999998,"621,3965,3552,251",Sci Rep,2019-06-18,"Jung, Eunhye; Nam, Sangwoo; Oh, Hyeryeon; Jun, Sangmi; Ro, Hyun-Joo; Kim, Baek; Kim, Meehyein; Go, Yun Young",,0
4,0.0,0.0,0.22394445538520813,0.7484634518623352,0.0,0.02030484564602375,0.0,0.0,0.0,0.0,0.0,0.0,3,cell; infection; mouse; expression; human; effect; disease; induce; increase; viral,Topic: 3,microglia play a major role in direct viral-induced demyelination,7107f088cbed45d8a06a026276ccf4d602d50f10.json,-3.4560778,-22.593872,,Clin Dev Immunol,2013-06-20,"Chatterjee, Dhriti; Biswas, Kaushiki; Nag, Soma; Ramachandra, S. G.; Das Sarma, Jayasri","373,3240,3748",3
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195018470287323,0.2943720817565918,0.4528867602348328,0.0,0.0,9,drug; system; review; development; disease; approach; base; potential; new; use,Topic: 9,a chimeric sudan virus-like particle vaccine candidate produced by a recombinant baculovirus system induces specific immune responses in mice and horses,2530bf775255e8026438e91645aba95d0506928e.json,3.3039746,-1.5006049,240,Viruses,2020-01-03,"Wu, Fangfang; Zhang, Shengnan; Zhang, Ying; Mo, Ruo; Yan, Feihu; Wang, Hualei; Wong, Gary; Chi, Hang; Wang, Tiecheng; Feng, Na; Gao, Yuwei; Xia, Xianzhu; Zhao, Yongkun; Yang, Songtao",,0
6,0.0,0.0,0.6584274768829346,0.16755233705043793,0.0,0.0,0.0,0.0,0.0,0.0,0.16123837232589722,0.0,2,protein; rna; viral; infection; response; host; replication; cell; immune; gene,Topic: 2,a novel mechanism of rnase l inhibition: theiler's virus l ã protein prevents 2-5a from binding to rnase l,207885268ef61365fc89820ecb7c854a3dc23d9a.json,-13.174728,-23.368784,"456,3704",PLoS Pathog,2018-04-13,"Drappier, Melissa; Jha, Babal Kant; Stone, Sasha; Elliott, Ruth; Zhang, Rong; Vertommen, Didier; Weiss, Susan R.; Silverman, Robert H.; Michiels, Thomas",,0
7,0.039456255733966834,0.0,0.12625570595264435,0.0,0.018863297998905185,0.0,0.10897912085056304,0.20456962287425995,0.0,0.1937239170074463,0.30298975110054016,0.0,10,protein; bind; domain; structure; receptor; membrane; cell; site; viral; fusion,Topic: 10,"science china electron microscopy: essentials for viral structure, morphogenesis and rapid diagnosis",6810812121d66ad44b45c388c3744a4b5f3bb001.json,10.007559,-15.392827,"2931,583,4065",Sci China Life Sci,2013-05-01,"Zhang, Ying; Hung, Tao; Song, JingDong; He, JinSheng",,0
8,0.047369085252285004,0.0,0.0,0.0,0.0,0.11912981420755385,0.0,0.19184048473834991,0.5154235363006592,0.0,0.0,0.1229119673371315,8,vaccine; cov; antibody; mers; sars; mers_cov; response; human; coronavirus; epitope,Topic: 8,enhanced pathogenicity of low-pathogenic h9n2 avian influenza virus after vaccination with infectious bronchitis live attenuated vaccine,1d39fce3c09c95c13c9b8e18c1ab9a85c24ff7c6.json,22.799223,-6.1534095,,Vet World,2018-07-24,"Ismail, Zainab Mohamed; EL-Deeb, Ayman Hanea; EL-Safty, Mounir Mohamed; Hussein, Hussein Aly","2001,4112",2
9,0.0,0.0,0.0,0.07039722800254823,0.07983403652906418,0.0,0.0,0.0,0.4956769049167633,0.11041219532489777,0.2372964769601822,0.0,8,vaccine; cov; antibody; mers; sars; mers_cov; response; human; coronavirus; epitope,Topic: 8,article generation of therapeutic antisera for emerging viral infections,bafffaf17be4302a4a6e79b3f65b9238ab00c258.json,21.288189000000006,-12.7918625,"82,3686,3886",NPJ Vaccines,2018-10-05,"Schmidt, Rebecca; Beltzig, Lea C.; Sawatsky, Bevan; Dolnik, Olga; Dietzel, Erik; Krähling, Verena; Volz, Asisa; Sutter, Gerd; Becker, Stephan; von Messling, Veronika",,0
10,0.0,0.0,0.0,0.2672007381916046,0.0,0.4476397931575775,0.0,0.0,0.040559016168117516,0.19040468335151672,0.0,0.04708335176110268,5,respiratory; infection; pedv; child; pig; viral; rsv; cause; porcine; human,Topic: 5,viruses small animal models of respiratory viral infection related to asthma,70bf84100e6157f3815acca7b5120131c0f8cf4e.json,0.98300815,-6.189202,"2666,2598,2699",Viruses,2018-12-01,"Han, Mingyuan; Rajput, Charu; Ishikawa, Tomoko; Jarman, Caitlin R.; Lee, Julie; Hershenson, Marc B.",,0
11,0.0,0.0,0.4461489617824553,0.0,0.276201069355011,0.0,0.0,0.0,0.0,0.2697291672229767,0.0,0.0,2,protein; rna; viral; infection; response; host; replication; cell; immune; gene,Topic: 2,terpene metabolic engineering via nuclear or chloroplast genomes profoundly and globally impacts off-target pathways through metabolite signalling,02c9b77cb2898b1597278dbf32a0c61be93d1983.json,-16.425367,-8.223818,2938,Plant Biotechnol J,2016-03-08,"Pasoreck, Elise K.; Su, Jin; Silverman, Ian M.; Gosai, Sager J.; Gregory, Brian D.; Yuan, Joshua S.; Daniell, Henry",,0
12,0.0,0.0,0.0,0.16060589253902435,0.2409796267747879,0.2539381682872772,0.0,0.0,0.01394927315413952,0.0,0.3256858289241791,0.0,10,protein; bind; domain; structure; receptor; membrane; cell; site; viral; fusion,Topic: 10,cleavage of a neuroinvasive human respiratory virus spike glycoprotein by proprotein convertases modulates neurovirulence and virus spread within the central nervous system,dacc557b6e40bb69974e2e1a831aef665e524867.json,13.598142,-14.874569,"4175,4256",PLoS Pathog,2015-11-06,"Le Coupanec, Alain; Desforges, Marc; Meessen-Pinard, Mathieu; Dubé, Mathieu; Day, Robert; Seidah, Nabil G.; Talbot, Pierre J.","1455,1646,1766,2429",4
13,0.0,0.0,0.0,0.0,0.05153535306453705,0.0,0.0,0.19972769916057587,0.6411570906639099,0.0,0.0,0.10281263291835784,8,vaccine; cov; antibody; mers; sars; mers_cov; response; human; coronavirus; epitope,Topic: 8,a recombinant la sota vaccine strain expressing multiple epitopes of infectious bronchitis virus (ibv) protects specific pathogen-free (spf) chickens against ibv and ndv challenges,111e82fd55d8b42cd523cf365b53dfcdaa2165d3.json,23.626993,-7.755147,"1038,524,2487,219,2735,3205,347,1086",Vaccines (Basel),2019-11-01,"Tan, Lei; Wen, Guoyuan; Qiu, Xusheng; Yuan, Yanmei; Meng, Chunchun; Sun, Yingjie; Liao, Ying; Song, Cuiping; Liu, Weiwei; Shi, Yonghong; Shao, Huabin; Ding, Chan",,0
14,0.0,0.0,0.0,0.058426674455404275,0.0,0.5187904238700867,0.0,0.0,0.2383761107921601,0.1662173867225647,0.0,0.0,5,respiratory; infection; pedv; child; pig; viral; rsv; cause; porcine; human,Topic: 5,seroconversion to hcov-nl63 in rhesus macaques,ec4a332b863ec8c1bbf94d605b17c67acddf0889.json,18.850878,-3.5977325,,Viruses,2009-10-30,"Dijkman, Ronald; Mulder, H. Lie; Rumping, Lynne; Kraaijvanger, Ilse; Deijs, Martin; Jebbink, Maarten F.; Verschoor, Ernst J.; van der Hoek, Lia","493,1012",2
15,0.05551352724432945,0.0,0.0,0.0,0.25121256709098816,0.4973613023757935,0.0,0.18449589610099792,0.0,0.0,0.0,0.0,5,respiratory; infection; pedv; child; pig; viral; rsv; cause; porcine; human,Topic: 5,No data,e6515195e0fdd7f1fb437a01b8737685d6d92765.json,16.10332,18.61801,"1893,2898,1124,275",Influenza Other Respir Viruses,2016-08-09,"Ratnamohan, Vigneswary M.; Zeng, Frank; Donovan, Linda; MacIntyre, Chandini R.; Kok, Jen; Dwyer, Dominic E.",,0
16,0.0894397720694542,0.15832440555095673,0.0,0.0,0.0,0.0,0.5237641930580139,0.0,0.0,0.1771658957004547,0.015572239644825459,0.027875464409589767,6,health; disease; public; country; public_health; system; surveillance; outbreak; infectious; global,Topic: 6,"mini review bioaerosols and transmission, a diverse and growing community of practice",725984c84bc703a34bc290f897e9f411ba3a67ec.json,-17.006885999999998,17.942911,"4654,3484",Front Public Health,2019-02-21,"Mubareka, Samira; Groulx, Nicolas; Savory, Eric; Cutts, Todd; Theriault, Steven; Scott, James A.; Roy, Chad J.; Turgeon, Nathalie; Bryce, Elizabeth; Astrakianakis, George; Kirychuk, Shelley; Girard, Matthieu; Kobinger, Gary; Zhang, Chao; Duchaine, Caroline",,0
17,0.02166431397199631,0.0,0.3947601318359375,0.1398390233516693,0.09434022009372713,0.0,0.027163276448845863,0.02361349388957024,0.04354293644428253,0.0,0.25275135040283203,0.0,2,protein; rna; viral; infection; response; host; replication; cell; immune; gene,Topic: 2,a balanced game: chicken macrophage response to alv-j infection,70da3ee5739197acb1879c1d23606681aaac2e1c.json,3.9107244,-24.753489,"370,2979,2523",Vet Res,2019-03-06,"Feng, Min; Xie, Tingting; Li, Yuanfang; Zhang, Nan; Lu, Qiuyuan; Zhou, Yaohong; Shi, Meiqing; Sun, Jingchen; Zhang, Xiquan",996,1
18,0.0,0.0,0.5381311178207397,0.0,0.0,0.0,0.0,0.0,0.0,0.1949976533651352,0.2535720467567444,0.0,2,protein; rna; viral; infection; response; host; replication; cell; immune; gene,Topic: 2,role of glutathionylation in infection and inflammation,fb773634dcd17957e12be78e5c33ba753d82d3f5.json,-11.615983,-27.845370000000006,"1987,417",Nutrients,2019-08-20,"Checconi, Paola; Limongi, Dolores; Baldelli, Sara; Ciriolo, Maria Rosa; Nencioni, Lucia; Palamara, Anna Teresa",,0
19,0.0,0.0,0.24226731061935425,0.0606904998421669,0.05200262740254402,0.0,0.0,0.0,0.0,0.0,0.6385807991027832,0.0,10,protein; bind; domain; structure; receptor; membrane; cell; site; viral; fusion,Topic: 10,crystal structure of the c-terminal cytoplasmic domain of non-structural protein 4 from mouse hepatitis virus a59,76dae8b8fd43335310edca09c522640ac9027edf.json,10.264883,-25.708462,"3911,3716,2877",PLoS One,2009-07-10,"Xu, Xiaoling; Lou, Zhiyong; Ma, Yanlin; Chen, Xuehui; Yang, Zhangsheng; Tong, Xiaohang; Zhao, Qi; Xu, Yuanyuan; Deng, Hongyu; Bartlam, Mark; Rao, Zihe",,0
20,0.0,0.0,0.0,0.17629215121269226,0.0,0.3112984299659729,0.0,0.045087728649377816,0.052486062049865716,0.0,0.0,0.4095808565616608,11,patient; associate; infection; age; group; case; hospital; 95; risk; high,Topic: 11,spectrum of viral infections among primary immunodeficient children: report from a national registry,1894cac8794748c11482c059bc5a2c6d4f1e9527.json,1.8150415,16.238619,3023,Front Immunol,2019-05-29,"Al-Herz, Waleed; Essa, Sahar",,0
21,0.0,0.0,0.10739721357822417,0.6671996712684631,0.0,0.0,0.0,0.08294541388750076,0.0,0.0,0.1361091136932373,0.0,3,cell; infection; mouse; expression; human; effect; disease; induce; increase; viral,Topic: 3,an analogue of the antibiotic teicoplanin prevents flavivirus entry in vitro,ff218f343fbca258501ba42368ecbb57660e5a8f.json,2.467611,-17.670446,,PLoS One,2012-05-18,"De Burghgraeve, Tine; Kaptein, Suzanne J. F.; Ayala-Nunez, Nilda V.; Mondotte, Juan A.; Pastorino, Boris; Printsevskaya, Svetlana S.; de Lamballerie, Xavier; Jacobs, Michael; Preobrazhenskaya, Maria; Gamarnik, Andrea V.; Smit, Jolanda M.; Neyts, Johan",4309,1
22,0.0,0.01616440713405609,0.0,0.3697894215583801,0.06400588899850845,0.0,0.0,0.061022136360406876,0.399909257888794,0.0,0.08271849900484085,0.0,8,vaccine; cov; antibody; mers; sars; mers_cov; response; human; coronavirus; epitope,Topic: 8,a human monoclonal antibody against hepatitis b surface antigen with potent neutralizing activity,98e35a687137cb2b91458118347ad93f7ad188fb.json,15.548501000000002,-9.763868,,PLoS One,2015-04-29,"Cerino, Antonella; Bremer, Corinna M.; Glebe, Dieter; Mondelli, Mario U.","2540,4252",2
23,0.0,0.4414321184158325,0.0,0.0,0.0,0.0,0.3328385949134827,0.0,0.0,0.0,0.0,0.21348591148853305,1,model; transmission; disease; outbreak; contact; spread; population; epidemic; network; datum,Topic: 1,2 ministry of health (minsal),a5b3f4df4b5b773e35f56703b5a653559e82b139.json,-8.635736999999999,25.944595,1413,Nat Commun,2018-06-26,"Routledge, Isobel; Chevéz, José Eduardo Romero; Cucunubá, Zulma M.; Rodriguez, Manuel Gomez; Guinovart, Caterina; Gustafson, Kyle B.; Schneider, Kammerle; Walker, Patrick G.T.; Ghani, Azra C.; Bhatt, Samir",,0
24,0.0,0.0,0.1807679980993271,0.2983621060848236,0.07001132518053055,0.2484669387340545,0.0,0.03672366589307785,0.08002784848213196,0.0,0.0,0.08155100047588347,3,cell; infection; mouse; expression; human; effect; disease; induce; increase; viral,Topic: 3,persistent foot-and-mouth disease virus infection in the nasopharynx of cattle; tissue-specific distribution and local cytokine expression,f9410459142b63fb34eac0375dda7d9b6460b3fe.json,0.060744673,-8.273546000000001,,PLoS One,2015-05-21,"Pacheco, Juan M.; Smoliga, George R.; O’Donnell, Vivian; Brito, Barbara P.; Stenfeldt, Carolina; Rodriguez, Luis L.; Arzt, Jonathan",4238,1
25,0.0,0.0,0.16061848402023315,0.08477561175823213,0.35442569851875305,0.0,0.0,0.0,0.0,0.0,0.3913767039775848,0.0,10,protein; bind; domain; structure; receptor; membrane; cell; site; viral; fusion,Topic: 10,"noa36 protein contains a highly conserved nucleolar localization signal capable of directing functional proteins to the nucleolus, in mammalian cells",df783d511b145a10e7f609a87392eb50799d2b2b.json,14.820773999999998,-17.373325,,PLoS One,2013-03-13,"de Melo, Ivan S.; Jimenez-Nuñez, Maria D.; Iglesias, Concepción; Campos-Caro, Antonio; Moreno-Sanchez, David; Ruiz, Felix A.; Bolívar, Jorge",2795,1
26,0.0,0.0,0.06251106411218643,0.5697222948074341,0.0,0.0,0.028283609077334407,0.0,0.0,0.1628311723470688,0.0,0.1682230532169342,3,cell; infection; mouse; expression; human; effect; disease; induce; increase; viral,Topic: 3,"montelukast, an anti-asthmatic drug, inhibits zika virus infection by disrupting viral integrity",625afb5a588fd265e15b652a437ef9f521682aee.json,-1.3090562,-15.758019,"1317,3064,3924",Front Microbiol,2020-01-30,"Chen, Yongkang; Li, Yuan; Wang, Xiaohuan; Zou, Peng",,0
27,0.0,0.0,0.10465572774410248,0.10235194861888884,0.0,0.012387200258672236,0.0,0.0,0.5868192911148071,0.07622651010751724,0.07178368419408797,0.042683571577072144,8,vaccine; cov; antibody; mers; sars; mers_cov; response; human; coronavirus; epitope,Topic: 8,expression of hiv-1 antigens in plants as potential subunit vaccines,1b7c700ee3a33c0a675a5f7e71a20ce62467b900.json,21.998709,-8.816828,,BMC Biotechnol,2008-06-23,"Meyers, Ann; Chakauya, Ereck; Shephard, Enid; Tanzer, Fiona L; Maclean, James; Lynch, Alisson; Williamson, Anna-Lise; Rybicki, Edward P","1788,2943,4694",3
28,0.3348054587841034,0.3343579173088074,0.02483802661299705,0.0,0.0,0.0,0.0,0.0,0.14755679666996002,0.1482556015253067,0.0,0.0,0,influenza; text; pandemic; al; et; abstract; pubmed; free; h1n1; measure,Topic: 0,design and validation with influenza a virus of an aerosol transmission chamber for ferrets,5eb20deb48c231973cf0a796ca1c6898cbf2d07d.json,-6.980726700000001,21.887476,,Int J Environ Res Public Health,2019-02-19,"Turgeon, Nathalie; Hamelin, Marie-Ève; Verreault, Daniel; Lévesque, Ariane; Rhéaume, Chantal; Carbonneau, Julie; Checkmahomed, Liva; Girard, Matthieu; Boivin, Guy; Duchaine, Caroline",3071,1
29,0.0,0.1676982194185257,0.0,0.1772909164428711,0.0,0.2270349264144897,0.18968479335308075,0.0464618131518364,0.060124371200799935,0.12548337876796722,0.0,0.0,5,respiratory; infection; pedv; child; pig; viral; rsv; cause; porcine; human,Topic: 5,viruses reliable and standardized animal models to study the pathogenesis of bluetongue and schmallenberg viruses in ruminant natural host species with special emphasis on placental crossing,5535ed240ab00c780ce2aa42f1fbe13ef24b9120.json,0.8097574000000001,2.6588118,2304,Viruses,2019-08-15,"Martinelle, Ludovic; Dal Pozzo, Fabiana; Thiry, Etienne; De Clercq, Kris; Saegerman, Claude",,0
30,0.0,0.012567448429763315,0.0,0.026628170162439343,0.3738578259944916,0.2537147402763367,0.015631800517439842,0.0,0.2060371935367584,0.0,0.10942362993955612,0.0,4,sequence; gene; genome; bat; specie; strain; human; host; identify; viral,Topic: 4,genetic drift of human coronavirus oc43 spike gene during adaptive evolution open,82d76d619e7be4f0ef2490f933d140ec9f722a55.json,18.402355,14.113523,3008,Sci Rep,2015-06-22,"Ren, Lili; Zhang, Yue; Li, Jianguo; Xiao, Yan; Zhang, Jing; Wang, Ying; Chen, Lan; Paranhos-Baccalà, Gláucia; Wang, Jianwei",,0
31,0.0,0.0,0.03512232378125192,0.0,0.4071033895015717,0.0,0.0,0.0,0.0,0.0,0.5474550127983093,0.0,10,protein; bind; domain; structure; receptor; membrane; cell; site; viral; fusion,Topic: 10,dual host-virus arms races shape an essential housekeeping protein,dca48fcd1b8a28f470494d64ea3811707e28766b.json,15.421271,-18.644535,4708,PLoS Biol,2013-05-28,"Demogines, Ann; Abraham, Jonathan; Choe, Hyeryun; Farzan, Michael; Sawyer, Sara L.","365,575,575,886,934,3219,3329,3675,4340,4688",10
32,0.0,0.0,0.0,0.5023559927940369,0.0,0.21373318135738373,0.0,0.13202247023582458,0.0,0.0,0.0,0.1423492729663849,3,cell; infection; mouse; expression; human; effect; disease; induce; increase; viral,Topic: 3,prevalence of korean cats with natural feline coronavirus infections,704a894ab79031263de39fc49d954f7d13aa1bf2.json,-2.179382,-10.5312805,,Virol J,2011-09-28,"An, Dong-Jun; Jeoung, Hye-Young; Jeong, WooSeog; Park, Jee-Yong; Lee, Myoung-Heon; Park, Bong-Kyun","2522,2935,3874,4709",4
33,0.0,0.0,0.0,0.0,0.0,0.0,0.053676538169384,0.0,0.8432282209396362,0.014046202413737774,0.08130953460931778,0.0,8,vaccine; cov; antibody; mers; sars; mers_cov; response; human; coronavirus; epitope,Topic: 8,mers-cov virus-like particles produced in insect cells induce specific humoural and cellular imminity in rhesus macaques,7aec817203fd739cf21556a51e240c4cbbec5dc2.json,25.004194,-9.773936,1656,Oncotarget,2016-03-30,"Wang, Chong; Zheng, Xuexing; Gai, Weiwei; Zhao, Yongkun; Wang, Hualei; Wang, Haijun; Feng, Na; Chi, Hang; Qiu, Boning; Li, Nan; Wang, Tiecheng; Gao, Yuwei; Yang, Songtao; Xia, Xianzhu","1063,1623,1762,2161,2679,3426,3534,3941,4022,4187",10
34,0.0,0.06929212063550949,0.0,0.04306169599294663,0.0,0.5153504610061646,0.0,0.32433146238327026,0.04349370300769806,0.0,0.0,0.0,5,respiratory; infection; pedv; child; pig; viral; rsv; cause; porcine; human,Topic: 5,effect of porcine epidemic diarrhea virus infectious doses on infection outcomes in naïve conventional neonatal and weaned pigs,6f06d1fd7c4ae1397b0a8f5192e9f0c7dc5e62df.json,10.502064,18.769003,"1620,2155",PLoS One,2015-10-06,"Thomas, Joseph T.; Chen, Qi; Gauger, Phillip C.; Giménez-Lirola, Luis G.; Sinha, Avanti; Harmon, Karen M.; Madson, Darin M.; Burrough, Eric R.; Magstadt, Drew R.; Salzbrenner, Holly M.; Welch, Michael W.; Yoon, Kyoung-Jin; Zimmerman, Jeffrey J.; Zhang, Jianqiang","256,395,533,3346,4241,4671",6
35,0.019615242257714268,0.12095049023628235,0.0720682218670845,0.10272227227687836,0.2963122129440308,0.0,0.17665749788284302,0.11305539309978485,0.0,0.09579014778137207,0.0,0.0,4,sequence; gene; genome; bat; specie; strain; human; host; identify; viral,Topic: 4,No data,6d1b4e1200c1da4dff5048bdff36805e28511154.json,14.009656,9.095393,"3061,884",Parasit Vectors,2016-09-20,"Day, Michael J.",,0
36,0.33888742327690125,0.1255989372730255,0.0,0.0,0.0,0.06936078518629074,0.0,0.0,0.058439269661903374,0.0,0.0,0.4012523889541626,11,patient; associate; infection; age; group; case; hospital; 95; risk; high,Topic: 11,"household transmission of respiratory viruses -assessment of viral, individual and household characteristics in a population study of healthy australian adults",415ccc587d634fc429ac080cf06694f78621ef73.json,-13.069193,9.973662,3343,BMC Infect Dis,2012-12-11,"McCaw, James M; Howard, Peter F; Richmond, Peter C; Nissen, Michael; Sloots, Theo; Lambert, Stephen B; Lai, Michael; Greenberg, Michael; Nolan, Terry; McVernon, Jodie",,0
37,0.0,0.0,0.17910395562648773,0.2846101522445679,0.0,0.016887785866856575,0.0,0.0397091880440712,0.0,0.4743553698062897,0.0,0.0,9,drug; system; review; development; disease; approach; base; potential; new; use,Topic: 9,"mini review the role of microglia in bacterial meningitis: inflammatory response, experimental models and new neuroprotective therapeutic strategies",aaa7d4e5136a4175368222cba1f76b0a33f5a688.json,-16.301126,-4.339510400000001,2241,Front Microbiol,2019-03-25,"Thorsdottir, Sigrun; Henriques-Normark, Birgitta; Iovino, Federico",,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5222122073173523,0.0,0.13908778131008148,0.2949029803276062,0.0,7,assay; pcr; detection; sample; test; detect; time; rt; diagnostic; positive,Topic: 7,aptamers in diagnostics and treatment of viral infections,ad04f777044b7de892dbc174e31e88e63a160c3c.json,6.4474487,7.285708,779,Viruses,2015-02-16,"Wandtke, Tomasz; Woźniak, Joanna; Kopiński, Piotr","2754,3969",2
39,0.13167303800582886,0.0,0.15866413712501526,0.4548941552639008,0.04359588772058487,0.0,0.0,0.0,0.0,0.14866957068443298,0.05816489085555076,0.0,3,cell; infection; mouse; expression; human; effect; disease; induce; increase; viral,Topic: 3,small interfering rna targeting m2 gene induces effective and long term inhibition of influenza a virus replication,404bf0836c388f561f796369c26d0bbf6f37b407.json,-4.671151999999998,-15.208317999999998,,PLoS One,2009-05-22,"Sui, Hong-Yan; Zhao, Guang-Yu; Huang, Jian-Dong; Jin, Dong-Yan; Yuen, Kwok-Yung; Zheng, Bo-Jian","1575,3022,3053,3906",4
40,0.10521335899829863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19022326171398168,0.24273715913295746,0.4526712596416474,0.0,10,protein; bind; domain; structure; receptor; membrane; cell; site; viral; fusion,Topic: 10,anti-hemagglutinin antibody derived lead peptides for inhibitors of influenza virus binding,88a48452ce073c9968ca2e2794fc0bccfb5dfc0f.json,13.112032999999998,-20.374933,"4091,4102",PLoS One,2016-07-14,"Memczak, Henry; Lauster, Daniel; Kar, Parimal; Di Lella, Santiago; Volkmer, Rudolf; Knecht, Volker; Herrmann, Andreas; Ehrentreich-Förster, Eva; Bier, Frank F.; Stöcklein, Walter F. M.",,0
41,0.0,0.4390374422073364,0.0642470046877861,0.0,0.04630141705274582,0.0,0.0,0.04572093114256859,0.0,0.2977351546287537,0.10472026467323303,0.0,1,model; transmission; disease; outbreak; contact; spread; population; epidemic; network; datum,Topic: 1,pattern formation in multiplex networks open,05916d82efe1f937ee48f09df4e5d7c6fede83d3.json,-2.2928991,24.52616,235,Sci Rep,2015-06-04,"Kouvaris, Nikos E.; Hata, Shigefumi; Guilera, Albert Díaz-",,0
