,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,topic_id,topic_txt,topics,title,filename,x,y
0,0.0,0.018297674134373665,0.2618229389190674,0.050959955900907516,0.0,0.04806705191731453,0.05786977708339691,0.0,0.0,0.4953925907611847,0.0,0.0,0.0,0.06136509031057358,0.0,9,vaccine; antibody; protein; cell; fusion; recombinant; mouse; human; antigen; infection,Topic: 9,neutralizing antibodies against porcine epidemic diarrhea virus block virus attachment and internalization,5e0c586f047ff909c8ed3fe171c8975a90608d08.json,46.908363,0.2505467
1,0.01627221144735813,0.0,0.4708160161972046,0.08353150635957718,0.0,0.0,0.0,0.0,0.0,0.39252784848213196,0.0,0.0351020023226738,0.0,0.0,0.0,2,pedv; strain; pig; porcine; infection; ibv; diarrhea; swine; cause; piglet,Topic: 2,a recombinant newcastle disease virus (ndv) expressing s protein of infectious bronchitis virus (ibv) protects chickens against ibv and ndv open,1579fbff7af9b156c6f49fee0526e48f852ea460.json,-14.295855,-57.327106
2,0.0,0.02743958681821823,0.0,0.0,0.0,0.350161075592041,0.0,0.35038992762565613,0.0,0.08241480588912964,0.0,0.0,0.18022756278514862,0.0,0.0,7,cell; expression; gene; infection; mouse; lung; disease; induce; tissue; model,Topic: 7,potent inhibition of junín virus infection by interferon in murine cells,38aa050ad79d8a1d7022c33535255ce9d47914e5.json,47.237713,-43.24252
3,0.030797850340604782,0.0,0.0,0.08181510120630264,0.0,0.0,0.09997805953025818,0.0,0.07065623998641968,0.39884451031684875,0.0,0.28999102115631104,0.0,0.017880043014883995,0.0,9,vaccine; antibody; protein; cell; fusion; recombinant; mouse; human; antigen; infection,Topic: 9,2 convergent research center for emerging virus infection,61722c462b054f36461375e96e502cbf22648c04.json,38.500618,15.213545
4,0.0,0.0,0.017340458929538727,0.028740083798766136,0.0,0.15863065421581268,0.0,0.7869669198989868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,cell; expression; gene; infection; mouse; lung; disease; induce; tissue; model,Topic: 7,microglia play a major role in direct viral-induced demyelination,7107f088cbed45d8a06a026276ccf4d602d50f10.json,37.736347,-64.194214
5,0.18171925842761993,0.0,0.0,0.269652783870697,0.0,0.0,0.023477541282773018,0.0,0.016378439962863922,0.45955488085746765,0.0,0.0,0.038608334958553314,0.0,0.0,9,vaccine; antibody; protein; cell; fusion; recombinant; mouse; human; antigen; infection,Topic: 9,alternative conformations of a major antigenic site on rsv f,2188208efc7ac8e7721dfc5cbea787d5b62c3537.json,47.95437,10.119092
6,0.0,0.33933454751968384,0.0,0.26758915185928345,0.01544340793043375,0.0,0.0,0.0,0.2178429514169693,0.0,0.14709590375423431,0.0,0.0,0.0,0.0,1,detection; assay; pcr; time; sample; test; base; rt; develop; diagnostic,Topic: 1,information theory-based algorithm for in silico prediction of pcr products with whole genomic sequences as templates,dd74c8f2961dc716ec9d0c412206c88e0cb9b314.json,14.825834,31.155537
7,0.0,0.0,0.0,0.33659985661506653,0.0,0.0,0.37505149841308594,0.0,0.0,0.0,0.0,0.22111371159553528,0.0,0.0,0.0,6,drug; cell; activity; antiviral; peptide; target; anti; compound; hiv-1; inhibitor,Topic: 6,a chimeric sudan virus-like particle vaccine candidate produced by a recombinant baculovirus system induces specific immune responses in mice and horses,2530bf775255e8026438e91645aba95d0506928e.json,13.052786,-0.3664554
8,0.0,0.6118063926696777,0.0,0.16864833235740662,0.02219746634364128,0.0,0.0,0.0,0.02247386984527111,0.0,0.0,0.07894910871982574,0.0,0.0,0.09082838892936707,1,detection; assay; pcr; time; sample; test; base; rt; develop; diagnostic,Topic: 1,"integrated microfluidic nucleic acid isolation, isothermal amplification, and amplicon quantification",48bd5f768f3464ac253a120d2eddeb89c323f324.json,9.651444,45.26839
9,0.2265847623348236,0.0,0.0,0.0,0.0,0.0,0.10695809125900269,0.4478141665458679,0.0,0.0,0.16198931634426117,0.0,0.0,0.03106701746582985,0.0,7,cell; expression; gene; infection; mouse; lung; disease; induce; tissue; model,Topic: 7,article 9 alangari aa (2020) multiple family members with delayed cord separtion and combined immunodeficiency with novel mutation in ikbkb,2f38704ef0009750d4c48d1cd7ac81e898023527.json,15.962644,-51.815052
10,0.0,0.0,0.0,0.3291226923465729,0.013978878036141396,0.46126556396484375,0.0,0.05839082971215248,0.0,0.0,0.0,0.1323695182800293,0.0,0.0,0.0,5,response; infection; cell; immune; viral; ifn; host; antiviral; immune_response; interferon,Topic: 5,a novel mechanism of rnase l inhibition: theiler's virus l ã protein prevents 2-5a from binding to rnase l,207885268ef61365fc89820ecb7c854a3dc23d9a.json,71.31465,-21.099669
11,0.0,0.2501397430896759,0.0,0.05933704972267151,0.02781113050878048,0.0,0.049107786267995834,0.06409560143947601,0.08679131418466568,0.0,0.0,0.45595213770866394,0.0,0.0,0.0,11,viral; rna; host; replication; genome; infection; dengue; cell; mutation; strand,Topic: 11,"science china electron microscopy: essentials for viral structure, morphogenesis and rapid diagnosis",6810812121d66ad44b45c388c3744a4b5f3bb001.json,6.1831403,26.681875
12,0.0,0.0522831454873085,0.8523627519607544,0.0,0.0515337698161602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039374008774757385,2,pedv; strain; pig; porcine; infection; ibv; diarrhea; swine; cause; piglet,Topic: 2,enhanced pathogenicity of low-pathogenic h9n2 avian influenza virus after vaccination with infectious bronchitis live attenuated vaccine,1d39fce3c09c95c13c9b8e18c1ab9a85c24ff7c6.json,-21.320786,-51.926212
13,0.0,0.5302647948265076,0.08900623768568039,0.11053392291069031,0.059796929359436035,0.0,0.0,0.0,0.0,0.1892886608839035,0.0,0.0,0.0,0.0,0.0,1,detection; assay; pcr; time; sample; test; base; rt; develop; diagnostic,Topic: 1,development of a plastic-based microfluidic immunosensor chip for detection of h1n1 influenza,a4ac0a556416712bc053f001c5bc6931c908bfd1.json,6.388477,43.18139
14,0.0,0.0,0.0,0.6451883912086487,0.0,0.0,0.07006929814815521,0.0,0.025231972336769104,0.0,0.06283654272556305,0.0,0.061006300151348114,0.1303621083498001,0.0,3,protein; structure; bind; domain; function; rna; acid; interaction; site; sequence,Topic: 3,crystal structures of a bacterial dipeptidyl peptidase iv reveal a novel substrate recognition mechanism distinct from that of mammalian orthologues,2106f8105f3cb30bf479fdcb6d78e4891a204080.json,67.39973,24.210012
15,0.0,0.052134495228528976,0.39027902483940125,0.0,0.0,0.1459435671567917,0.0,0.1472742110490799,0.06942025572061539,0.0344051793217659,0.0,0.08233914524316788,0.0,0.0,0.07651050388813019,2,pedv; strain; pig; porcine; infection; ibv; diarrhea; swine; cause; piglet,Topic: 2,blood immune transcriptome analysis of artificially fed dairy calves and naturally suckled beef calves from birth to 7 days of age open,62a87de16c26fdb905173879c56ec19a2879921f.json,-2.9159443,-54.65386
